
 ------------- Energy Component Properties [kcal/mol] -------------
   component           avg         std         min         max
 ------------------------------------------------------------------
   Total         | -1.8001e-03  5.8673e-09 -1.8001e-03 -1.8000e-03
   Kinetic       |  2.2883e-03  2.5507e-03  5.9620e-13  8.2000e-03
   Potential     | -4.0883e-03  2.5507e-03 -1.0000e-02 -1.8000e-03
   Non-bonded    | -4.0883e-03  2.5507e-03 -1.0000e-02 -1.8000e-03
   Bonded        |  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   Boundary      |  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   Vdw           | -4.0883e-03  2.5507e-03 -1.0000e-02 -1.8000e-03
   Elst          |  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   Bonds         |  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   Angles        |  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   Torsions      |  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
   Outofplanes   |  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
